,product,price,quantity,date,region
16953,chartreuse morsel,3.0,590,2019-10-04,south
16954,chartreuse morsel,3.0,507,2019-10-04,east
16955,chartreuse morsel,3.0,505,2019-10-04,west
16956,periwinkle morsel,1.25,502,2019-10-04,north
16957,periwinkle morsel,1.25,503,2019-10-04,south
16958,periwinkle morsel,1.25,571,2019-10-04,east
16959,periwinkle morsel,1.25,569,2019-10-04,west
16960,vermilion morsel,4.99,597,2019-10-04,north
16961,vermilion morsel,4.99,516,2019-10-04,south
16962,vermilion morsel,4.99,598,2019-10-04,east
16963,vermilion morsel,4.99,527,2019-10-04,west
16964,lapis morsel,1.99,596,2019-10-04,north
16965,lapis morsel,1.99,500,2019-10-04,south
16966,lapis morsel,1.99,541,2019-10-04,east
16967,lapis morsel,1.99,588,2019-10-04,west
16968,pink morsel,3.0,538,2019-10-05,north
16969,pink morsel,3.0,509,2019-10-05,south
16970,pink morsel,3.0,507,2019-10-05,east
16971,pink morsel,3.0,575,2019-10-05,west
16972,gold morsel,9.99,526,2019-10-05,north
16973,gold morsel,9.99,567,2019-10-05,south
16974,gold morsel,9.99,600,2019-10-05,east
16975,gold morsel,9.99,520,2019-10-05,west
16976,magenta morsel,2.5,520,2019-10-05,north
16977,magenta morsel,2.5,573,2019-10-05,south
16978,magenta morsel,2.5,576,2019-10-05,east
16979,magenta morsel,2.5,598,2019-10-05,west
16980,chartreuse morsel,3.0,512,2019-10-05,north
16981,chartreuse morsel,3.0,599,2019-10-05,south
16982,chartreuse morsel,3.0,587,2019-10-05,east
16983,chartreuse morsel,3.0,585,2019-10-05,west
16984,periwinkle morsel,1.25,517,2019-10-05,north
16985,periwinkle morsel,1.25,589,2019-10-05,south
16986,periwinkle morsel,1.25,543,2019-10-05,east
16987,periwinkle morsel,1.25,567,2019-10-05,west
16988,vermilion morsel,4.99,553,2019-10-05,north
16989,vermilion morsel,4.99,577,2019-10-05,south
16990,vermilion morsel,4.99,509,2019-10-05,east
16991,vermilion morsel,4.99,505,2019-10-05,west
16992,lapis morsel,1.99,591,2019-10-05,north
16993,lapis morsel,1.99,537,2019-10-05,south
16994,lapis morsel,1.99,559,2019-10-05,east
16995,lapis morsel,1.99,581,2019-10-05,west
16996,pink morsel,3.0,529,2019-10-06,north
16997,pink morsel,3.0,567,2019-10-06,south
16998,pink morsel,3.0,522,2019-10-06,east
16999,pink morsel,3.0,584,2019-10-06,west
17000,gold morsel,9.99,532,2019-10-06,north
17001,gold morsel,9.99,585,2019-10-06,south
17002,gold morsel,9.99,585,2019-10-06,east
17003,gold morsel,9.99,596,2019-10-06,west
17004,magenta morsel,2.5,536,2019-10-06,north
17005,magenta morsel,2.5,585,2019-10-06,south
17006,magenta morsel,2.5,580,2019-10-06,east
17007,magenta morsel,2.5,521,2019-10-06,west
17008,chartreuse morsel,3.0,509,2019-10-06,north
17009,chartreuse morsel,3.0,546,2019-10-06,south
17010,chartreuse morsel,3.0,578,2019-10-06,east
17011,chartreuse morsel,3.0,571,2019-10-06,west
17012,periwinkle morsel,1.25,596,2019-10-06,north
17013,periwinkle morsel,1.25,573,2019-10-06,south
17014,periwinkle morsel,1.25,500,2019-10-06,east
17015,periwinkle morsel,1.25,600,2019-10-06,west
17016,vermilion morsel,4.99,551,2019-10-06,north
17017,vermilion morsel,4.99,569,2019-10-06,south
17018,vermilion morsel,4.99,550,2019-10-06,east
17019,vermilion morsel,4.99,565,2019-10-06,west
17020,lapis morsel,1.99,595,2019-10-06,north
17021,lapis morsel,1.99,539,2019-10-06,south
17022,lapis morsel,1.99,597,2019-10-06,east
17023,lapis morsel,1.99,558,2019-10-06,west
17024,pink morsel,3.0,556,2019-10-07,north
17025,pink morsel,3.0,562,2019-10-07,south
17026,pink morsel,3.0,537,2019-10-07,east
17027,pink morsel,3.0,523,2019-10-07,west
17028,gold morsel,9.99,592,2019-10-07,north
17029,gold morsel,9.99,503,2019-10-07,south
17030,gold morsel,9.99,563,2019-10-07,east
17031,gold morsel,9.99,561,2019-10-07,west
17032,magenta morsel,2.5,545,2019-10-07,north
17033,magenta morsel,2.5,596,2019-10-07,south
17034,magenta morsel,2.5,582,2019-10-07,east
17035,magenta morsel,2.5,568,2019-10-07,west
17036,chartreuse morsel,3.0,563,2019-10-07,north
17037,chartreuse morsel,3.0,536,2019-10-07,south
17038,chartreuse morsel,3.0,514,2019-10-07,east
17039,chartreuse morsel,3.0,521,2019-10-07,west
17040,periwinkle morsel,1.25,563,2019-10-07,north
17041,periwinkle morsel,1.25,528,2019-10-07,south
17042,periwinkle morsel,1.25,596,2019-10-07,east
17043,periwinkle morsel,1.25,579,2019-10-07,west
17044,vermilion morsel,4.99,563,2019-10-07,north
17045,vermilion morsel,4.99,571,2019-10-07,south
17046,vermilion morsel,4.99,557,2019-10-07,east
17047,vermilion morsel,4.99,573,2019-10-07,west
17048,lapis morsel,1.99,553,2019-10-07,north
17049,lapis morsel,1.99,536,2019-10-07,south
17050,lapis morsel,1.99,518,2019-10-07,east
17051,lapis morsel,1.99,554,2019-10-07,west
17052,pink morsel,3.0,533,2019-10-08,north
17053,pink morsel,3.0,513,2019-10-08,south
17054,pink morsel,3.0,537,2019-10-08,east
17055,pink morsel,3.0,535,2019-10-08,west
17056,gold morsel,9.99,518,2019-10-08,north
17057,gold morsel,9.99,526,2019-10-08,south
17058,gold morsel,9.99,525,2019-10-08,east
17059,gold morsel,9.99,526,2019-10-08,west
17060,magenta morsel,2.5,529,2019-10-08,north
17061,magenta morsel,2.5,514,2019-10-08,south
17062,magenta morsel,2.5,572,2019-10-08,east
17063,magenta morsel,2.5,570,2019-10-08,west
17064,chartreuse morsel,3.0,521,2019-10-08,north
17065,chartreuse morsel,3.0,591,2019-10-08,south
17066,chartreuse morsel,3.0,583,2019-10-08,east
17067,chartreuse morsel,3.0,593,2019-10-08,west
17068,periwinkle morsel,1.25,531,2019-10-08,north
17069,periwinkle morsel,1.25,505,2019-10-08,south
17070,periwinkle morsel,1.25,536,2019-10-08,east
17071,periwinkle morsel,1.25,526,2019-10-08,west
17072,vermilion morsel,4.99,511,2019-10-08,north
17073,vermilion morsel,4.99,530,2019-10-08,south
17074,vermilion morsel,4.99,512,2019-10-08,east
17075,vermilion morsel,4.99,576,2019-10-08,west
17076,lapis morsel,1.99,590,2019-10-08,north
17077,lapis morsel,1.99,596,2019-10-08,south
17078,lapis morsel,1.99,587,2019-10-08,east
17079,lapis morsel,1.99,590,2019-10-08,west
17080,pink morsel,3.0,560,2019-10-09,north
17081,pink morsel,3.0,568,2019-10-09,south
17082,pink morsel,3.0,563,2019-10-09,east
17083,pink morsel,3.0,548,2019-10-09,west
17084,gold morsel,9.99,500,2019-10-09,north
17085,gold morsel,9.99,578,2019-10-09,south
17086,gold morsel,9.99,512,2019-10-09,east
17087,gold morsel,9.99,588,2019-10-09,west
17088,magenta morsel,2.5,535,2019-10-09,north
17089,magenta morsel,2.5,528,2019-10-09,south
17090,magenta morsel,2.5,574,2019-10-09,east
17091,magenta morsel,2.5,505,2019-10-09,west
17092,chartreuse morsel,3.0,586,2019-10-09,north
17093,chartreuse morsel,3.0,508,2019-10-09,south
17094,chartreuse morsel,3.0,520,2019-10-09,east
17095,chartreuse morsel,3.0,509,2019-10-09,west
17096,periwinkle morsel,1.25,523,2019-10-09,north
17097,periwinkle morsel,1.25,513,2019-10-09,south
17098,periwinkle morsel,1.25,508,2019-10-09,east
17099,periwinkle morsel,1.25,502,2019-10-09,west
17100,vermilion morsel,4.99,593,2019-10-09,north
17101,vermilion morsel,4.99,512,2019-10-09,south
17102,vermilion morsel,4.99,592,2019-10-09,east
17103,vermilion morsel,4.99,541,2019-10-09,west
17104,lapis morsel,1.99,587,2019-10-09,north
17105,lapis morsel,1.99,501,2019-10-09,south
17106,lapis morsel,1.99,584,2019-10-09,east
17107,lapis morsel,1.99,564,2019-10-09,west
17108,pink morsel,3.0,567,2019-10-10,north
17109,pink morsel,3.0,520,2019-10-10,south
17110,pink morsel,3.0,597,2019-10-10,east
17111,pink morsel,3.0,566,2019-10-10,west
17112,gold morsel,9.99,552,2019-10-10,north
17113,gold morsel,9.99,538,2019-10-10,south
17114,gold morsel,9.99,569,2019-10-10,east
17115,gold morsel,9.99,532,2019-10-10,west
17116,magenta morsel,2.5,573,2019-10-10,north
17117,magenta morsel,2.5,574,2019-10-10,south
17118,magenta morsel,2.5,518,2019-10-10,east
17119,magenta morsel,2.5,593,2019-10-10,west
17120,chartreuse morsel,3.0,580,2019-10-10,north
17121,chartreuse morsel,3.0,560,2019-10-10,south
17122,chartreuse morsel,3.0,536,2019-10-10,east
17123,chartreuse morsel,3.0,511,2019-10-10,west
17124,periwinkle morsel,1.25,558,2019-10-10,north
17125,periwinkle morsel,1.25,598,2019-10-10,south
17126,periwinkle morsel,1.25,522,2019-10-10,east
17127,periwinkle morsel,1.25,583,2019-10-10,west
17128,vermilion morsel,4.99,577,2019-10-10,north
17129,vermilion morsel,4.99,572,2019-10-10,south
17130,vermilion morsel,4.99,592,2019-10-10,east
17131,vermilion morsel,4.99,534,2019-10-10,west
17132,lapis morsel,1.99,564,2019-10-10,north
17133,lapis morsel,1.99,541,2019-10-10,south
17134,lapis morsel,1.99,554,2019-10-10,east
17135,lapis morsel,1.99,583,2019-10-10,west
17136,pink morsel,3.0,513,2019-10-11,north
17137,pink morsel,3.0,514,2019-10-11,south
17138,pink morsel,3.0,568,2019-10-11,east
17139,pink morsel,3.0,576,2019-10-11,west
17140,gold morsel,9.99,518,2019-10-11,north
17141,gold morsel,9.99,535,2019-10-11,south
17142,gold morsel,9.99,565,2019-10-11,east
17143,gold morsel,9.99,553,2019-10-11,west
17144,magenta morsel,2.5,556,2019-10-11,north
17145,magenta morsel,2.5,508,2019-10-11,south
17146,magenta morsel,2.5,501,2019-10-11,east
17147,magenta morsel,2.5,501,2019-10-11,west
17148,chartreuse morsel,3.0,589,2019-10-11,north
17149,chartreuse morsel,3.0,509,2019-10-11,south
17150,chartreuse morsel,3.0,532,2019-10-11,east
17151,chartreuse morsel,3.0,564,2019-10-11,west
17152,periwinkle morsel,1.25,518,2019-10-11,north
17153,periwinkle morsel,1.25,565,2019-10-11,south
17154,periwinkle morsel,1.25,548,2019-10-11,east
17155,periwinkle morsel,1.25,501,2019-10-11,west
17156,vermilion morsel,4.99,571,2019-10-11,north
17157,vermilion morsel,4.99,563,2019-10-11,south
17158,vermilion morsel,4.99,594,2019-10-11,east
17159,vermilion morsel,4.99,580,2019-10-11,west
17160,lapis morsel,1.99,551,2019-10-11,north
17161,lapis morsel,1.99,587,2019-10-11,south
17162,lapis morsel,1.99,504,2019-10-11,east
17163,lapis morsel,1.99,566,2019-10-11,west
17164,pink morsel,3.0,530,2019-10-12,north
17165,pink morsel,3.0,581,2019-10-12,south
17166,pink morsel,3.0,523,2019-10-12,east
17167,pink morsel,3.0,574,2019-10-12,west
17168,gold morsel,9.99,519,2019-10-12,north
17169,gold morsel,9.99,539,2019-10-12,south
17170,gold morsel,9.99,592,2019-10-12,east
17171,gold morsel,9.99,513,2019-10-12,west
17172,magenta morsel,2.5,543,2019-10-12,north
17173,magenta morsel,2.5,598,2019-10-12,south
17174,magenta morsel,2.5,522,2019-10-12,east
17175,magenta morsel,2.5,502,2019-10-12,west
17176,chartreuse morsel,3.0,540,2019-10-12,north
17177,chartreuse morsel,3.0,569,2019-10-12,south
17178,chartreuse morsel,3.0,585,2019-10-12,east
17179,chartreuse morsel,3.0,527,2019-10-12,west
17180,periwinkle morsel,1.25,600,2019-10-12,north
17181,periwinkle morsel,1.25,597,2019-10-12,south
17182,periwinkle morsel,1.25,507,2019-10-12,east
17183,periwinkle morsel,1.25,538,2019-10-12,west
17184,vermilion morsel,4.99,544,2019-10-12,north
17185,vermilion morsel,4.99,504,2019-10-12,south
17186,vermilion morsel,4.99,566,2019-10-12,east
17187,vermilion morsel,4.99,588,2019-10-12,west
17188,lapis morsel,1.99,596,2019-10-12,north
17189,lapis morsel,1.99,599,2019-10-12,south
17190,lapis morsel,1.99,592,2019-10-12,east
17191,lapis morsel,1.99,549,2019-10-12,west
17192,pink morsel,3.0,515,2019-10-13,north
17193,pink morsel,3.0,511,2019-10-13,south
17194,pink morsel,3.0,558,2019-10-13,east
17195,pink morsel,3.0,568,2019-10-13,west
17196,gold morsel,9.99,531,2019-10-13,north
17197,gold morsel,9.99,544,2019-10-13,south
17198,gold morsel,9.99,586,2019-10-13,east
17199,gold morsel,9.99,542,2019-10-13,west
17200,magenta morsel,2.5,568,2019-10-13,north
17201,magenta morsel,2.5,510,2019-10-13,south
17202,magenta morsel,2.5,593,2019-10-13,east
17203,magenta morsel,2.5,567,2019-10-13,west
17204,chartreuse morsel,3.0,536,2019-10-13,north
17205,chartreuse morsel,3.0,522,2019-10-13,south
17206,chartreuse morsel,3.0,523,2019-10-13,east
17207,chartreuse morsel,3.0,536,2019-10-13,west
17208,periwinkle morsel,1.25,599,2019-10-13,north
17209,periwinkle morsel,1.25,544,2019-10-13,south
17210,periwinkle morsel,1.25,538,2019-10-13,east
17211,periwinkle morsel,1.25,504,2019-10-13,west
17212,vermilion morsel,4.99,600,2019-10-13,north
17213,vermilion morsel,4.99,543,2019-10-13,south
17214,vermilion morsel,4.99,517,2019-10-13,east
17215,vermilion morsel,4.99,551,2019-10-13,west
17216,lapis morsel,1.99,517,2019-10-13,north
17217,lapis morsel,1.99,508,2019-10-13,south
17218,lapis morsel,1.99,507,2019-10-13,east
17219,lapis morsel,1.99,560,2019-10-13,west
17220,pink morsel,3.0,508,2019-10-14,north
17221,pink morsel,3.0,526,2019-10-14,south
17222,pink morsel,3.0,564,2019-10-14,east
17223,pink morsel,3.0,545,2019-10-14,west
17224,gold morsel,9.99,591,2019-10-14,north
17225,gold morsel,9.99,500,2019-10-14,south
17226,gold morsel,9.99,505,2019-10-14,east
17227,gold morsel,9.99,595,2019-10-14,west
17228,magenta morsel,2.5,551,2019-10-14,north
17229,magenta morsel,2.5,545,2019-10-14,south
17230,magenta morsel,2.5,577,2019-10-14,east
17231,magenta morsel,2.5,506,2019-10-14,west
17232,chartreuse morsel,3.0,538,2019-10-14,north
17233,chartreuse morsel,3.0,582,2019-10-14,south
17234,chartreuse morsel,3.0,530,2019-10-14,east
17235,chartreuse morsel,3.0,533,2019-10-14,west
17236,periwinkle morsel,1.25,588,2019-10-14,north
17237,periwinkle morsel,1.25,547,2019-10-14,south
17238,periwinkle morsel,1.25,529,2019-10-14,east
17239,periwinkle morsel,1.25,518,2019-10-14,west
17240,vermilion morsel,4.99,576,2019-10-14,north
17241,vermilion morsel,4.99,554,2019-10-14,south
17242,vermilion morsel,4.99,584,2019-10-14,east
17243,vermilion morsel,4.99,538,2019-10-14,west
17244,lapis morsel,1.99,513,2019-10-14,north
17245,lapis morsel,1.99,576,2019-10-14,south
17246,lapis morsel,1.99,560,2019-10-14,east
17247,lapis morsel,1.99,508,2019-10-14,west
17248,pink morsel,3.0,594,2019-10-15,north
17249,pink morsel,3.0,529,2019-10-15,south
17250,pink morsel,3.0,546,2019-10-15,east
17251,pink morsel,3.0,584,2019-10-15,west
17252,gold morsel,9.99,575,2019-10-15,north
17253,gold morsel,9.99,502,2019-10-15,south
17254,gold morsel,9.99,559,2019-10-15,east
17255,gold morsel,9.99,506,2019-10-15,west
17256,magenta morsel,2.5,560,2019-10-15,north
17257,magenta morsel,2.5,527,2019-10-15,south
17258,magenta morsel,2.5,520,2019-10-15,east
17259,magenta morsel,2.5,558,2019-10-15,west
17260,chartreuse morsel,3.0,567,2019-10-15,north
17261,chartreuse morsel,3.0,581,2019-10-15,south
17262,chartreuse morsel,3.0,540,2019-10-15,east
17263,chartreuse morsel,3.0,535,2019-10-15,west
17264,periwinkle morsel,1.25,543,2019-10-15,north
17265,periwinkle morsel,1.25,575,2019-10-15,south
17266,periwinkle morsel,1.25,560,2019-10-15,east
17267,periwinkle morsel,1.25,524,2019-10-15,west
17268,vermilion morsel,4.99,598,2019-10-15,north
17269,vermilion morsel,4.99,534,2019-10-15,south
17270,vermilion morsel,4.99,538,2019-10-15,east
17271,vermilion morsel,4.99,518,2019-10-15,west
17272,lapis morsel,1.99,591,2019-10-15,north
17273,lapis morsel,1.99,545,2019-10-15,south
17274,lapis morsel,1.99,533,2019-10-15,east
17275,lapis morsel,1.99,579,2019-10-15,west
17276,pink morsel,3.0,514,2019-10-16,north
17277,pink morsel,3.0,536,2019-10-16,south
17278,pink morsel,3.0,561,2019-10-16,east
17279,pink morsel,3.0,532,2019-10-16,west
17280,gold morsel,9.99,522,2019-10-16,north
17281,gold morsel,9.99,526,2019-10-16,south
17282,gold morsel,9.99,592,2019-10-16,east
17283,gold morsel,9.99,581,2019-10-16,west
17284,magenta morsel,2.5,590,2019-10-16,north
17285,magenta morsel,2.5,544,2019-10-16,south
17286,magenta morsel,2.5,573,2019-10-16,east
17287,magenta morsel,2.5,590,2019-10-16,west
17288,chartreuse morsel,3.0,543,2019-10-16,north
17289,chartreuse morsel,3.0,529,2019-10-16,south
17290,chartreuse morsel,3.0,507,2019-10-16,east
17291,chartreuse morsel,3.0,520,2019-10-16,west
17292,periwinkle morsel,1.25,557,2019-10-16,north
17293,periwinkle morsel,1.25,504,2019-10-16,south
17294,periwinkle morsel,1.25,516,2019-10-16,east
17295,periwinkle morsel,1.25,508,2019-10-16,west
17296,vermilion morsel,4.99,504,2019-10-16,north
17297,vermilion morsel,4.99,546,2019-10-16,south
17298,vermilion morsel,4.99,584,2019-10-16,east
17299,vermilion morsel,4.99,536,2019-10-16,west
17300,lapis morsel,1.99,513,2019-10-16,north
17301,lapis morsel,1.99,579,2019-10-16,south
17302,lapis morsel,1.99,551,2019-10-16,east
17303,lapis morsel,1.99,590,2019-10-16,west
17304,pink morsel,3.0,509,2019-10-17,north
17305,pink morsel,3.0,579,2019-10-17,south
17306,pink morsel,3.0,557,2019-10-17,east
17307,pink morsel,3.0,554,2019-10-17,west
17308,gold morsel,9.99,558,2019-10-17,north
17309,gold morsel,9.99,584,2019-10-17,south
17310,gold morsel,9.99,524,2019-10-17,east
17311,gold morsel,9.99,559,2019-10-17,west
17312,magenta morsel,2.5,500,2019-10-17,north
17313,magenta morsel,2.5,567,2019-10-17,south
17314,magenta morsel,2.5,577,2019-10-17,east
17315,magenta morsel,2.5,534,2019-10-17,west
17316,chartreuse morsel,3.0,572,2019-10-17,north
17317,chartreuse morsel,3.0,502,2019-10-17,south
17318,chartreuse morsel,3.0,542,2019-10-17,east
17319,chartreuse morsel,3.0,534,2019-10-17,west
17320,periwinkle morsel,1.25,597,2019-10-17,north
17321,periwinkle morsel,1.25,535,2019-10-17,south
17322,periwinkle morsel,1.25,533,2019-10-17,east
17323,periwinkle morsel,1.25,552,2019-10-17,west
17324,vermilion morsel,4.99,502,2019-10-17,north
17325,vermilion morsel,4.99,598,2019-10-17,south
17326,vermilion morsel,4.99,526,2019-10-17,east
17327,vermilion morsel,4.99,537,2019-10-17,west
17328,lapis morsel,1.99,521,2019-10-17,north
17329,lapis morsel,1.99,599,2019-10-17,south
17330,lapis morsel,1.99,571,2019-10-17,east
17331,lapis morsel,1.99,584,2019-10-17,west
17332,pink morsel,3.0,506,2019-10-18,north
17333,pink morsel,3.0,582,2019-10-18,south
17334,pink morsel,3.0,530,2019-10-18,east
17335,pink morsel,3.0,570,2019-10-18,west
17336,gold morsel,9.99,533,2019-10-18,north
17337,gold morsel,9.99,505,2019-10-18,south
17338,gold morsel,9.99,563,2019-10-18,east
17339,gold morsel,9.99,582,2019-10-18,west
17340,magenta morsel,2.5,503,2019-10-18,north
17341,magenta morsel,2.5,517,2019-10-18,south
17342,magenta morsel,2.5,579,2019-10-18,east
17343,magenta morsel,2.5,504,2019-10-18,west
17344,chartreuse morsel,3.0,530,2019-10-18,north
17345,chartreuse morsel,3.0,512,2019-10-18,south
17346,chartreuse morsel,3.0,588,2019-10-18,east
17347,chartreuse morsel,3.0,546,2019-10-18,west
17348,periwinkle morsel,1.25,540,2019-10-18,north
17349,periwinkle morsel,1.25,528,2019-10-18,south
17350,periwinkle morsel,1.25,577,2019-10-18,east
17351,periwinkle morsel,1.25,585,2019-10-18,west
17352,vermilion morsel,4.99,528,2019-10-18,north
17353,vermilion morsel,4.99,599,2019-10-18,south
17354,vermilion morsel,4.99,576,2019-10-18,east
17355,vermilion morsel,4.99,527,2019-10-18,west
17356,lapis morsel,1.99,531,2019-10-18,north
17357,lapis morsel,1.99,501,2019-10-18,south
17358,lapis morsel,1.99,516,2019-10-18,east
17359,lapis morsel,1.99,546,2019-10-18,west
17360,pink morsel,3.0,549,2019-10-19,north
17361,pink morsel,3.0,579,2019-10-19,south
17362,pink morsel,3.0,587,2019-10-19,east
17363,pink morsel,3.0,529,2019-10-19,west
17364,gold morsel,9.99,541,2019-10-19,north
17365,gold morsel,9.99,593,2019-10-19,south
17366,gold morsel,9.99,522,2019-10-19,east
17367,gold morsel,9.99,556,2019-10-19,west
17368,magenta morsel,2.5,514,2019-10-19,north
17369,magenta morsel,2.5,558,2019-10-19,south
17370,magenta morsel,2.5,510,2019-10-19,east
17371,magenta morsel,2.5,501,2019-10-19,west
17372,chartreuse morsel,3.0,554,2019-10-19,north
17373,chartreuse morsel,3.0,507,2019-10-19,south
17374,chartreuse morsel,3.0,505,2019-10-19,east
17375,chartreuse morsel,3.0,514,2019-10-19,west
17376,periwinkle morsel,1.25,586,2019-10-19,north
17377,periwinkle morsel,1.25,565,2019-10-19,south
17378,periwinkle morsel,1.25,551,2019-10-19,east
17379,periwinkle morsel,1.25,597,2019-10-19,west
17380,vermilion morsel,4.99,554,2019-10-19,north
17381,vermilion morsel,4.99,585,2019-10-19,south
17382,vermilion morsel,4.99,542,2019-10-19,east
17383,vermilion morsel,4.99,521,2019-10-19,west
17384,lapis morsel,1.99,551,2019-10-19,north
17385,lapis morsel,1.99,524,2019-10-19,south
17386,lapis morsel,1.99,555,2019-10-19,east
17387,lapis morsel,1.99,595,2019-10-19,west
17388,pink morsel,3.0,567,2019-10-20,north
17389,pink morsel,3.0,508,2019-10-20,south
17390,pink morsel,3.0,559,2019-10-20,east
17391,pink morsel,3.0,575,2019-10-20,west
17392,gold morsel,9.99,587,2019-10-20,north
17393,gold morsel,9.99,551,2019-10-20,south
17394,gold morsel,9.99,544,2019-10-20,east
17395,gold morsel,9.99,547,2019-10-20,west
17396,magenta morsel,2.5,559,2019-10-20,north
17397,magenta morsel,2.5,505,2019-10-20,south
17398,magenta morsel,2.5,589,2019-10-20,east
17399,magenta morsel,2.5,599,2019-10-20,west
17400,chartreuse morsel,3.0,517,2019-10-20,north
17401,chartreuse morsel,3.0,519,2019-10-20,south
17402,chartreuse morsel,3.0,537,2019-10-20,east
17403,chartreuse morsel,3.0,550,2019-10-20,west
17404,periwinkle morsel,1.25,587,2019-10-20,north
17405,periwinkle morsel,1.25,531,2019-10-20,south
17406,periwinkle morsel,1.25,530,2019-10-20,east
17407,periwinkle morsel,1.25,576,2019-10-20,west
17408,vermilion morsel,4.99,558,2019-10-20,north
17409,vermilion morsel,4.99,540,2019-10-20,south
17410,vermilion morsel,4.99,569,2019-10-20,east
17411,vermilion morsel,4.99,509,2019-10-20,west
17412,lapis morsel,1.99,523,2019-10-20,north
17413,lapis morsel,1.99,518,2019-10-20,south
17414,lapis morsel,1.99,585,2019-10-20,east
17415,lapis morsel,1.99,556,2019-10-20,west
17416,pink morsel,3.0,551,2019-10-21,north
17417,pink morsel,3.0,562,2019-10-21,south
17418,pink morsel,3.0,566,2019-10-21,east
17419,pink morsel,3.0,520,2019-10-21,west
17420,gold morsel,9.99,506,2019-10-21,north
17421,gold morsel,9.99,502,2019-10-21,south
17422,gold morsel,9.99,574,2019-10-21,east
17423,gold morsel,9.99,521,2019-10-21,west
17424,magenta morsel,2.5,528,2019-10-21,north
17425,magenta morsel,2.5,564,2019-10-21,south
17426,magenta morsel,2.5,519,2019-10-21,east
17427,magenta morsel,2.5,539,2019-10-21,west
17428,chartreuse morsel,3.0,552,2019-10-21,north
17429,chartreuse morsel,3.0,505,2019-10-21,south
17430,chartreuse morsel,3.0,535,2019-10-21,east
17431,chartreuse morsel,3.0,583,2019-10-21,west
17432,periwinkle morsel,1.25,504,2019-10-21,north
17433,periwinkle morsel,1.25,506,2019-10-21,south
17434,periwinkle morsel,1.25,571,2019-10-21,east
17435,periwinkle morsel,1.25,512,2019-10-21,west
17436,vermilion morsel,4.99,571,2019-10-21,north
17437,vermilion morsel,4.99,548,2019-10-21,south
17438,vermilion morsel,4.99,551,2019-10-21,east
17439,vermilion morsel,4.99,513,2019-10-21,west
17440,lapis morsel,1.99,574,2019-10-21,north
17441,lapis morsel,1.99,509,2019-10-21,south
17442,lapis morsel,1.99,597,2019-10-21,east
17443,lapis morsel,1.99,552,2019-10-21,west
17444,pink morsel,3.0,505,2019-10-22,north
17445,pink morsel,3.0,578,2019-10-22,south
17446,pink morsel,3.0,517,2019-10-22,east
17447,pink morsel,3.0,571,2019-10-22,west
17448,gold morsel,9.99,550,2019-10-22,north
17449,gold morsel,9.99,576,2019-10-22,south
17450,gold morsel,9.99,519,2019-10-22,east
17451,gold morsel,9.99,591,2019-10-22,west
17452,magenta morsel,2.5,522,2019-10-22,north
17453,magenta morsel,2.5,576,2019-10-22,south
17454,magenta morsel,2.5,546,2019-10-22,east
17455,magenta morsel,2.5,505,2019-10-22,west
17456,chartreuse morsel,3.0,514,2019-10-22,north
17457,chartreuse morsel,3.0,533,2019-10-22,south
17458,chartreuse morsel,3.0,506,2019-10-22,east
17459,chartreuse morsel,3.0,509,2019-10-22,west
17460,periwinkle morsel,1.25,546,2019-10-22,north
17461,periwinkle morsel,1.25,590,2019-10-22,south
17462,periwinkle morsel,1.25,506,2019-10-22,east
17463,periwinkle morsel,1.25,537,2019-10-22,west
17464,vermilion morsel,4.99,589,2019-10-22,north
17465,vermilion morsel,4.99,559,2019-10-22,south
17466,vermilion morsel,4.99,505,2019-10-22,east
17467,vermilion morsel,4.99,599,2019-10-22,west
17468,lapis morsel,1.99,558,2019-10-22,north
17469,lapis morsel,1.99,584,2019-10-22,south
17470,lapis morsel,1.99,593,2019-10-22,east
17471,lapis morsel,1.99,534,2019-10-22,west
17472,pink morsel,3.0,586,2019-10-23,north
17473,pink morsel,3.0,548,2019-10-23,south
17474,pink morsel,3.0,586,2019-10-23,east
17475,pink morsel,3.0,547,2019-10-23,west
17476,gold morsel,9.99,543,2019-10-23,north
17477,gold morsel,9.99,556,2019-10-23,south
17478,gold morsel,9.99,564,2019-10-23,east
17479,gold morsel,9.99,537,2019-10-23,west
17480,magenta morsel,2.5,537,2019-10-23,north
17481,magenta morsel,2.5,549,2019-10-23,south
17482,magenta morsel,2.5,530,2019-10-23,east
17483,magenta morsel,2.5,523,2019-10-23,west
17484,chartreuse morsel,3.0,581,2019-10-23,north
17485,chartreuse morsel,3.0,548,2019-10-23,south
17486,chartreuse morsel,3.0,568,2019-10-23,east
17487,chartreuse morsel,3.0,541,2019-10-23,west
17488,periwinkle morsel,1.25,504,2019-10-23,north
17489,periwinkle morsel,1.25,529,2019-10-23,south
17490,periwinkle morsel,1.25,537,2019-10-23,east
17491,periwinkle morsel,1.25,570,2019-10-23,west
17492,vermilion morsel,4.99,582,2019-10-23,north
17493,vermilion morsel,4.99,542,2019-10-23,south
17494,vermilion morsel,4.99,584,2019-10-23,east
17495,vermilion morsel,4.99,598,2019-10-23,west
17496,lapis morsel,1.99,588,2019-10-23,north
17497,lapis morsel,1.99,529,2019-10-23,south
17498,lapis morsel,1.99,511,2019-10-23,east
17499,lapis morsel,1.99,595,2019-10-23,west
17500,pink morsel,3.0,539,2019-10-24,north
17501,pink morsel,3.0,537,2019-10-24,south
